Customer ID,Order ID,Product ID,Order Priority,Ship Mode,Ship Date,Quantity,Profit,Order Date,Location Id,Discount,Sales,Shipping Cost
EA-140351406,CA-2016-EA14035140-41213,OFF-BI-4368,Medium,First Class,02-11-2016,3,-17.9424,31-10-2016,UniteOhioMason,0.7,29.998,1.52
EA-140351406,CA-2016-EA14035140-41247,OFF-BI-5046,Medium,Standard Class,08-12-2016,4,-23.952,04-12-2016,UniteOhioColumbus,0.7,33.23,1.63
EA-140351406,CA-2016-EA14035140-41247,OFF-PA-3507,Medium,Standard Class,08-12-2016,3,5.6784,04-12-2016,UniteOhioColumbus,0.2,17.472,2.33
EA-140351406,CA-2016-EA14035140-41247,OFF-PA-6443,Medium,Standard Class,08-12-2016,3,35.6613,04-12-2016,UniteOhioColumbus,0.2,126.032,6.88
EA-140351406,CA-2016-EA14035140-41247,TEC-PH-5157,Medium,Standard Class,08-12-2016,1,-9.1845,04-12-2016,UniteOhioColumbus,0.4,39.903,2.1
EA-140351406,CA-2016-EA14035140-41247,TEC-PH-5559,Medium,Standard Class,08-12-2016,2,-44.985,04-12-2016,UniteOhioColumbus,0.4,193.816,12.68
EA-140351408,US-2016-EA14035140-41164,OFF-BI-4347,Medium,Standard Class,16-09-2016,7,-12.432,12-09-2016,UniteNorthCharlotte,0.7,21.113,1.77
EA-1403527,IN-2016-EA1403527-40960,OFF-EN-4454,Low,Standard Class,28-02-2016,6,70.2,21-02-2016,ChinaHebeiTangshan,0,157.8,19.92
EA-1403527,IN-2016-EA1403527-40960,TEC-CO-3694,Low,Standard Class,28-02-2016,2,56.46,21-02-2016,ChinaHebeiTangshan,0,297.18,51.95
EB-13705120,ES-2016-EB13705120-40941,OFF-SU-2966,High,Second Class,06-02-2016,1,18.12,02-02-2016,SpainAndalSeville,0,39.60333333,4.16
EB-13705120,ES-2016-EB13705120-40941,TEC-PH-3806,High,Second Class,06-02-2016,1,104.412,02-02-2016,SpainAndalSeville,0.1,663.681,78
EB-137051404,CA-2016-EB13705140-41097,FUR-TA-4614,Medium,Standard Class,11-07-2016,3,-87.9354,07-07-2016,UniteCalifSan Francisco,0.2,555.584,32.08
EB-137051404,CA-2016-EB13705140-41097,OFF-BI-6408,Medium,Standard Class,11-07-2016,6,68.8464,07-07-2016,UniteCalifSan Francisco,0.2,229.334,12.97
EB-137051406,CA-2016-EB13705140-41257,FUR-CH-4429,Medium,Second Class,16-12-2016,7,-108.2662,14-12-2016,UnitePennsPhiladelphia,0.3,567.38725,21.36
EB-1370539,MX-2016-EB1370539-41048,OFF-PA-6612,Low,Standard Class,26-05-2016,3,12.06,19-05-2016,El SaSan SCuscatancingo,0,48.464,4.831
EB-1370539,MX-2016-EB1370539-41048,OFF-ST-5692,Low,Standard Class,26-05-2016,7,6.58,19-05-2016,El SaSan SCuscatancingo,0,1332.819735,78.064
EB-1370539,MX-2016-EB1370539-41048,OFF-SU-4124,Low,Standard Class,26-05-2016,2,5.32,19-05-2016,El SaSan SCuscatancingo,0,34.24977778,3.028
EB-1370539,MX-2016-EB1370539-41048,OFF-SU-4131,Low,Standard Class,26-05-2016,4,18.08,19-05-2016,El SaSan SCuscatancingo,0,257.712,15.368
EB-1370545,ES-2016-EB1370545-41002,OFF-FA-5478,Medium,Standard Class,08-04-2016,5,32.55,03-04-2016,FrancNormaLe Havre,0,90.46777778,6.26
EB-1370545,ES-2016-EB1370545-41095,FUR-FU-3030,Medium,Standard Class,12-07-2016,4,54.12,05-07-2016,FrancAquitBressuire,0,232.2033333,14.13
EB-1370545,ES-2016-EB1370545-41095,TEC-PH-3129,Medium,Standard Class,12-07-2016,7,198.681,05-07-2016,FrancAquitBressuire,0.15,1150.396583,49.53
EB-1370548,ES-2016-EB1370548-41170,OFF-AR-3546,Medium,Standard Class,23-09-2016,5,1.35,18-09-2016,GermaRhineLudwigshafen am Rhein,0,94.64333334,2.79
EB-1370548,ES-2016-EB1370548-41170,OFF-AR-3547,Medium,Standard Class,23-09-2016,4,19.08,18-09-2016,GermaRhineLudwigshafen am Rhein,0,78.45,2.71
EB-1370548,ES-2016-EB1370548-41170,OFF-ST-6065,Medium,Standard Class,23-09-2016,1,1.452,18-09-2016,GermaRhineLudwigshafen am Rhein,0.1,60.056,2.02
EB-1370559,ID-2016-EB1370559-40917,TEC-PH-5264,High,Standard Class,13-01-2016,2,-11.6028,09-01-2016,IndonJawa Kediri,0.17,293.5669647,34.99
EB-13750143,US-2016-EB13750143-41182,OFF-EN-3110,Medium,Standard Class,04-10-2016,7,-34.048,30-09-2016,VenezDistrCaracas,0.4,107.375253,3.736
EB-1375045,ES-2016-EB1375045-40947,OFF-BI-4804,Medium,Standard Class,12-02-2016,5,59.1,08-02-2016,FrancAlsacMulhouse,0,194.7933333,14.79
EB-1375045,IT-2016-EB1375045-41177,OFF-FA-5467,Medium,Standard Class,01-10-2016,2,6.6,25-09-2016,FrancNord-Arras,0,36.986,1.45
EB-1375045,IT-2016-EB1375045-41177,TEC-PH-5338,Medium,Standard Class,01-10-2016,3,-0.063,25-09-2016,FrancNord-Arras,0.15,545.5445,31.24
EB-138401402,US-2016-EB13840140-41255,FUR-FU-4757,High,Standard Class,16-12-2016,3,-42.4926,12-12-2016,UniteIllinChicago,0.6,97.66436364,8.72
EB-138401408,CA-2016-EB13840140-41058,OFF-PA-3116,Medium,Standard Class,04-06-2016,3,6.129,29-05-2016,UniteVirgiRichmond,0,17.85,1.35
EB-1384048,ES-2016-EB1384048-41247,OFF-FA-3061,High,Standard Class,08-12-2016,3,9.18,04-12-2016,GermaMecklGreifswald,0,45.162,3.54
EB-1384048,IT-2016-EB1384048-40941,OFF-ST-4258,High,Same Day,02-02-2016,2,8.262,02-02-2016,GermaBavarRosenheim,0.1,306.734,35.68
EB-1384048,IT-2016-EB1384048-40941,TEC-CO-3611,High,Same Day,02-02-2016,1,140.13,02-02-2016,GermaBavarRosenheim,0,378.81,71.57
EB-1384093,MX-2016-EB1384093-41197,OFF-ST-6262,High,Standard Class,19-10-2016,2,117.32,15-10-2016,NicarMatagMatagalpa,0,499.8624815,33.679
EB-1384093,MX-2016-EB1384093-41197,TEC-AC-3391,High,Standard Class,19-10-2016,2,65.92,15-10-2016,NicarMatagMatagalpa,0,267.7495556,16.846
EB-1384093,MX-2016-EB1384093-41197,TEC-CO-4773,High,Standard Class,19-10-2016,3,-1.20552,15-10-2016,NicarMatagMatagalpa,0.002,1084.920753,66.728
EB-138701402,CA-2016-EB13870140-41033,FUR-CH-4427,High,First Class,07-05-2016,3,-9.1335,04-05-2016,UniteTexasSan Antonio,0.3,139.086,9.93
EB-138701404,US-2016-EB13870140-41220,TEC-PH-6313,Medium,Standard Class,13-11-2016,3,25.0182,07-11-2016,UniteCalifRedding,0.2,360.921,29.4
EB-1387059,ID-2016-EB1387059-41200,OFF-BI-4815,Critical,First Class,21-10-2016,9,-77.8464,18-10-2016,IndonJawa Bekasi,0.17,380.0736,121.7
EB-138707,IN-2016-EB138707-41000,TEC-CO-4779,High,Second Class,05-04-2016,2,83.7,01-04-2016,AustrNew SSydney,0.1,272.0530769,31.09
EB-139301408,CA-2016-EB13930140-40942,OFF-BI-6219,Medium,Standard Class,10-02-2016,2,-12.224,03-02-2016,UniteFloriSaint Petersburg,0.7,21.33,1.66
EB-139301408,CA-2016-EB13930140-40942,TEC-PH-3163,Medium,Standard Class,10-02-2016,5,13.572,03-02-2016,UniteFloriSaint Petersburg,0.2,221.52,4.99
EB-139307,IN-2016-EB139307-41060,OFF-ST-4094,Critical,First Class,03-06-2016,2,6.744,31-05-2016,AustrQueenTownsville,0.4,67.654,10.37
EB-1397551,MX-2016-EB1397551-41112,OFF-FA-6196,Low,Standard Class,28-07-2016,1,0.18,22-07-2016,GuateGuateVilla Canales,0,17.718,1.172
EB-1397551,MX-2016-EB1397551-41112,OFF-ST-5705,Low,Standard Class,28-07-2016,3,32.28,22-07-2016,GuateGuateVilla Canales,0,227.43,17.46
EB-1397555,US-2016-EB1397555-41273,FUR-BO-5967,Medium,Standard Class,03-01-2017,3,-124.86,30-12-2016,HonduFrancTegucigalpa,0.4,827.264,6.1
EB-1397555,US-2016-EB1397555-41273,TEC-PH-3142,Medium,Standard Class,03-01-2017,2,-14.816,30-12-2016,HonduFrancTegucigalpa,0.4,92.674,3.56
EB-1397582,MX-2016-EB1397582-41066,OFF-BI-6380,Low,Standard Class,13-06-2016,1,4.24,06-06-2016,MexicDuranDurango,0,15.428,1.742
EB-1411048,ES-2016-EB1411048-40981,OFF-AP-4743,Critical,Second Class,16-03-2016,6,1364.238,13-03-2016,GermaSaxonLeipzig,0.1,3174.459,725.34
EB-1411048,ES-2016-EB1411048-40981,OFF-ST-4057,Critical,Second Class,16-03-2016,2,20.436,13-03-2016,GermaSaxonLeipzig,0.1,251.953,60.32
EB-1411059,IN-2016-EB1411059-41226,FUR-BO-4862,Medium,Standard Class,20-11-2016,4,335.5128,13-11-2016,IndonJakarJakarta,0.07,1844.5872,21.96
EB-1411059,IN-2016-EB1411059-41226,OFF-LA-3312,Medium,Standard Class,20-11-2016,2,-5.7264,13-11-2016,IndonJakarJakarta,0.47,11.55833896,1.9
EB-1411059,IN-2016-EB1411059-41226,OFF-LA-3313,Medium,Standard Class,20-11-2016,3,-2.0034,13-11-2016,IndonJakarJakarta,0.47,20.9531,1.45
EB-1411059,IN-2016-EB1411059-41226,TEC-CO-3592,Medium,Standard Class,20-11-2016,3,206.3727,13-11-2016,IndonJakarJakarta,0.07,591.4489,55.58
EB-141701402,CA-2016-EB14170140-41198,FUR-FU-4334,Critical,Second Class,18-10-2016,2,-1.5936,16-10-2016,UniteTexasHouston,0.6,5.312,1.26
EB-141701404,CA-2016-EB14170140-41180,OFF-BI-4366,Medium,Standard Class,03-10-2016,2,3.14,28-09-2016,UniteWashiSeattle,0.2,13.088,1.4
EB-141701404,CA-2016-EB14170140-41180,OFF-ST-4291,Medium,Standard Class,03-10-2016,5,153.4725,28-09-2016,UniteWashiSeattle,0,901.235,30.49
EB-1417018,US-2016-EB1417018-41110,FUR-BO-4864,High,Standard Class,25-07-2016,8,-358.048,20-07-2016,BraziMaranBarreirinhas,0.6,469.889,28.071
EB-1417059,ID-2016-EB1417059-41221,OFF-PA-4002,High,First Class,11-11-2016,3,-11.9709,08-11-2016,IndonJawa Bekasi,0.47,46.95976667,9.54
EB-1417082,MX-2016-EB1417082-41176,FUR-BO-5779,Medium,Standard Class,28-09-2016,7,-166.404,24-09-2016,MexicJalisGuadalajara,0.2,1274.618,56.866
EB-1417082,MX-2016-EB1417082-41176,OFF-AR-5903,Medium,Standard Class,28-09-2016,3,1.98,24-09-2016,MexicJalisGuadalajara,0,198.676,6.764
EB-1417093,MX-2016-EB1417093-41110,FUR-BO-4864,Medium,Standard Class,25-07-2016,8,32.48,20-07-2016,NicarManagManagua,0,1195.487,49.413
EB-3705108,RS-2016-EB3705108-41046,FUR-CH-4544,Medium,Standard Class,24-05-2016,1,47.85,17-05-2016,RussiBelgoBelgorod,0,192.9544444,7.57
EB-3705108,RS-2016-EB3705108-41046,TEC-AC-5102,Medium,Standard Class,24-05-2016,4,36.84,17-05-2016,RussiBelgoBelgorod,0,145.19,10.45
EB-3705108,RS-2016-EB3705108-41046,TEC-PH-5340,Medium,Standard Class,24-05-2016,2,2.94,17-05-2016,RussiBelgoBelgorod,0,184.5757143,7.97
EB-3750134,TU-2016-EB3750134-41206,OFF-BI-2897,High,Standard Class,29-10-2016,1,-6.99,24-10-2016,TurkeHatayIskenderun,0.6,6.8,1.7
EB-3750134,TU-2016-EB3750134-41206,OFF-BI-6374,High,Standard Class,29-10-2016,4,-15,24-10-2016,TurkeHatayIskenderun,0.6,23.27,2.73
EB-375017,BK-2016-EB375017-41244,FUR-FU-3030,High,Standard Class,06-12-2016,8,108.24,01-12-2016,BosniFederSarajevo,0,443.7966667,48.87
EB-375023,CA-2016-EB375023-41235,OFF-PA-4177,High,First Class,25-11-2016,4,11.4,22-11-2016,CanadOntarOshawa,0,148.51,2.05
EB-375023,CA-2016-EB375023-41235,TEC-AC-4179,High,First Class,25-11-2016,1,6.45,22-11-2016,CanadOntarOshawa,0,63.98,13.61
EB-384023,CA-2016-EB384023-41110,OFF-AP-4505,Medium,Standard Class,25-07-2016,2,400.86,20-07-2016,CanadBritiVancouver,0,1188.244096,76.32
EB-384023,CA-2016-EB384023-41110,OFF-AR-3452,Medium,Standard Class,25-07-2016,1,4.41,20-07-2016,CanadBritiVancouver,0,24.145,1.76
EB-384023,CA-2016-EB384023-41110,OFF-SU-6176,Medium,Standard Class,25-07-2016,1,10.92,20-07-2016,CanadBritiVancouver,0,58.975,1.8
EB-384023,CA-2016-EB384023-41110,TEC-CO-3696,Medium,Standard Class,25-07-2016,2,93,20-07-2016,CanadBritiVancouver,0,379.97,34.56
EB-387060,IR-2016-EB387060-41157,OFF-AR-5919,High,First Class,07-09-2016,2,19.56,05-09-2016,IranKordeSanandaj,0,59.38,2.24
EB-393033,CG-2016-EB393033-41062,FUR-FU-5733,Critical,Second Class,04-06-2016,1,6.33,02-06-2016,DemocKinshKinshasa,0,20.35,3.76
EB-393033,CG-2016-EB393033-41062,OFF-BI-3249,Critical,Second Class,04-06-2016,1,4.11,02-06-2016,DemocKinshKinshasa,0,12.84,2.99
EB-393033,CG-2016-EB393033-41144,OFF-AR-3537,Medium,Standard Class,28-08-2016,6,64.8,23-08-2016,DemocKinshKinshasa,0,188.44,14.36
EB-393052,GV-2016-EB393052-41208,TEC-MA-5571,Medium,Standard Class,30-10-2016,1,55.98,26-10-2016,GuineKindiKindia,0,283.59,16.56
EB-3975111,SG-2016-EB3975111-41107,OFF-ST-4266,Medium,Standard Class,21-07-2016,8,431.04,17-07-2016,SenegDakarDakar,0,1928.48,152.16
EB-3975117,SF-2016-EB3975117-41237,OFF-ST-6247,Medium,Standard Class,30-11-2016,1,25.47,24-11-2016,SouthWesteCape Town,0,170.82125,1.34
EB-3975147,ZA-2016-EB3975147-41082,FUR-TA-3340,Low,Standard Class,28-06-2016,1,-275.757,22-06-2016,ZimbaHararHarare,0.7,162.573,19.54
EB-3975147,ZA-2016-EB3975147-41082,OFF-ST-6282,Low,Standard Class,28-06-2016,1,-32.823,22-06-2016,ZimbaHararHarare,0.7,19.42128571,1.86
EB-4170107,RO-2016-EB4170107-41018,OFF-ST-4056,Low,Standard Class,26-04-2016,1,15.33,19-04-2016,RomanPrahoPloiesti,0,171.675,7.34
EC-1405014,ES-2016-EC1405014-41271,OFF-SU-3004,Low,Standard Class,03-01-2017,2,19.32,28-12-2016,BelgiEast Ghent,0,97.24,13.54
EC-140501406,CA-2016-EC14050140-41259,OFF-BI-5333,Medium,Standard Class,23-12-2016,4,-4.0216,16-12-2016,UniteOhioColumbus,0.7,6.394,1.43
EC-1405018,MX-2016-EC1405018-41117,OFF-BI-6384,High,Standard Class,31-07-2016,2,18.24,27-07-2016,BraziSão PCarapicuíba,0,114.507,6.013
EC-140507,IN-2016-EC140507-41174,OFF-LA-6054,Medium,Standard Class,27-09-2016,3,0.81,22-09-2016,AustrQueenGold Coast,0.1,15.455,1.15
EC-1405082,MX-2016-EC1405082-41009,OFF-AR-3545,Medium,Standard Class,16-04-2016,5,0,10-04-2016,MexicChihuChihuahua,0,202.5367778,7.691
EC-1405082,MX-2016-EC1405082-41009,OFF-LA-4550,Medium,Standard Class,16-04-2016,3,4.68,10-04-2016,MexicChihuChihuahua,0,23.75960378,2.007
ED-138851,IN-2016-ED138851-41255,OFF-PA-6609,Low,Standard Class,18-12-2016,5,2.55,12-12-2016,AfghaKabulKabul,0,114.68,9.67
ED-138851402,CA-2016-ED13885140-41235,OFF-LA-3083,Low,Standard Class,28-11-2016,2,8.88,22-11-2016,UniteTexasHouston,0.2,27.08171429,2.18
ED-138851404,CA-2016-ED13885140-41129,OFF-LA-3214,Medium,Standard Class,15-08-2016,8,9.6048,08-08-2016,UniteCalifSan Diego,0,30.81,1.77
ED-1388551,MX-2016-ED1388551-40956,FUR-FU-3037,High,Standard Class,22-02-2016,5,2.6,17-02-2016,GuateGuateMixco,0,106.558,11.367
ED-1388551,MX-2016-ED1388551-40956,OFF-EN-4453,High,Standard Class,22-02-2016,2,13.96,17-02-2016,GuateGuateMixco,0,47.242,2.526
ED-1388551,MX-2016-ED1388551-40956,TEC-PH-3800,High,Standard Class,22-02-2016,3,102.06,17-02-2016,GuateGuateMixco,0,550.89,26.535
ED-1388564,IT-2016-ED1388564-41066,OFF-BI-3256,Low,Standard Class,12-06-2016,3,9,06-06-2016,ItalySicilPalermo,0,187.39,22.07
ED-1388564,IT-2016-ED1388564-41066,OFF-ST-4259,Low,Standard Class,12-06-2016,2,-109.872,06-06-2016,ItalySicilPalermo,0.4,202.388,13.9
ED-1388564,IT-2016-ED1388564-41066,TEC-CO-3605,Low,Standard Class,12-06-2016,5,14.25,06-06-2016,ItalySicilPalermo,0,773.9308333,82.24
ED-1388582,MX-2016-ED1388582-41184,TEC-MA-5573,Medium,Standard Class,07-10-2016,7,420.28,02-10-2016,MexicSinalLos Mochis,0,2239.29,104.38
ED-388586,MO-2016-ED388586-41076,OFF-AR-3459,Medium,Standard Class,23-06-2016,1,10.35,16-06-2016,MorocDoukkEl Jadida,0,37.83,2.36
EG-1390051,MX-2016-EG1390051-40964,TEC-CO-4769,Medium,Standard Class,29-02-2016,2,43.69512,25-02-2016,GuateGuateVilla Nueva,0.002,422.2458055,14.261
EG-39003,AG-2016-EG39003-41262,FUR-FU-3951,Low,Standard Class,26-12-2016,2,0,19-12-2016,AlgerAnnabAnnaba,0,121.48,10.87
EG-39003,AG-2016-EG39003-41262,OFF-AP-3864,Low,Standard Class,26-12-2016,4,55.56,19-12-2016,AlgerAnnabAnnaba,0,1275.534444,162.67
EG-39003,AG-2016-EG39003-41262,TEC-CO-3587,Low,Standard Class,26-12-2016,1,31.23,19-12-2016,AlgerAnnabAnnaba,0,308.3333333,24.2
EG-390067,JO-2016-EG390067-41269,FUR-FU-3047,Critical,Second Class,28-12-2016,1,0.51,26-12-2016,JordaIrbidIrbid,0,52.98,18.39
EG-390067,JO-2016-EG390067-41269,OFF-BI-2900,Critical,Second Class,28-12-2016,2,25.2,26-12-2016,JordaIrbidIrbid,0,105.18,37.34
EG-390077,MA-2016-EG390077-41192,OFF-SU-4129,High,Standard Class,14-10-2016,1,1.14,10-10-2016,MadagAtsinToamasina,0,22.46923077,2.49
EG-390077,MA-2016-EG390077-41192,OFF-SU-4983,High,Standard Class,14-10-2016,1,2.55,10-10-2016,MadagAtsinToamasina,0,10.78,1.71
EH-137651404,CA-2016-EH13765140-41010,OFF-AR-5646,Low,Standard Class,17-04-2016,2,16.2688,11-04-2016,UniteCalifLodi,0,45.4375,4.53
EH-137651406,CA-2016-EH13765140-41199,OFF-EN-6359,High,Standard Class,21-10-2016,6,19.692,17-10-2016,UnitePennsPhiladelphia,0.2,60.182,3.44
EH-137651406,CA-2016-EH13765140-41199,OFF-PA-3007,High,Standard Class,21-10-2016,4,3.14,17-10-2016,UnitePennsPhiladelphia,0.2,11.0604,1.17
EH-137651406,CA-2016-EH13765140-41199,OFF-ST-4027,High,Standard Class,21-10-2016,6,-35.046,17-10-2016,UnitePennsPhiladelphia,0.2,203.806,27.41
EH-1376545,ES-2016-EH1376545-40925,OFF-AR-3491,High,Second Class,19-01-2016,11,50.82,17-01-2016,FrancIle-dChelles,0,388.87,38.7
EH-1376545,ES-2016-EH1376545-40925,OFF-ST-4253,High,Second Class,19-01-2016,5,33.675,17-01-2016,FrancIle-dChelles,0.1,94.345,7.33
EH-1376545,ES-2016-EH1376545-40925,OFF-ST-4261,High,Second Class,19-01-2016,4,42.24,17-01-2016,FrancIle-dChelles,0.1,120.04,6.56
EH-1376545,ES-2016-EH1376545-40925,OFF-ST-6229,High,Second Class,19-01-2016,3,18.846,17-01-2016,FrancIle-dChelles,0.1,56.29353012,6.46
EH-1376564,IT-2016-EH1376564-41255,FUR-TA-3344,Medium,Second Class,17-12-2016,3,-327.105,12-12-2016,ItalyCampaNaples,0.5,1395.0275,75.83
EH-1376564,IT-2016-EH1376564-41255,OFF-AR-3501,Medium,Second Class,17-12-2016,6,14.22,12-12-2016,ItalyCampaNaples,0,364.27,10.73
EH-1376564,IT-2016-EH1376564-41255,OFF-ST-4293,Medium,Second Class,17-12-2016,10,-189.66,12-12-2016,ItalyCampaNaples,0.4,423.1,21.5
EH-139451406,CA-2016-EH13945140-41091,OFF-AR-3973,Medium,Standard Class,05-07-2016,1,2.1762,01-07-2016,UniteNew JPlainfield,0,5.73,1.57
EH-139451406,CA-2016-EH13945140-41091,TEC-PH-5095,Medium,Standard Class,05-07-2016,2,19.9746,01-07-2016,UniteNew JPlainfield,0,76.88,6.15
EH-1394593,MX-2016-EH1394593-41027,OFF-AR-3554,Medium,Standard Class,05-05-2016,2,26.56,28-04-2016,NicarManagTipitapa,0,119.711,4.379
EH-1394593,MX-2016-EH1394593-41027,TEC-PH-5342,Medium,Standard Class,05-05-2016,5,21.9,28-04-2016,NicarManagTipitapa,0,436.139,20.311
EH-13990102,IN-2016-EH13990102-41156,FUR-BO-4847,Low,Standard Class,11-09-2016,6,59.796,04-09-2016,PhiliNatioManila,0.35,567.9876667,80.63
EH-1399011,IN-2016-EH1399011-41052,OFF-FA-6208,Critical,Second Class,25-05-2016,6,27,23-05-2016,BanglDhakaDhaka,0,81.9,22.99
EH-139901404,CA-2016-EH13990140-41051,OFF-PA-6558,High,Standard Class,26-05-2016,2,6.2208,22-05-2016,UniteWashiBellevue,0,12.96,1.85
EH-139901404,CA-2016-EH13990140-41236,FUR-CH-4414,Critical,Second Class,25-11-2016,1,-18.1068,23-11-2016,UniteCalifSacramento,0.2,122.662,18.43
EH-139901408,CA-2016-EH13990140-40924,TEC-AC-5094,Critical,First Class,18-01-2016,5,65.978,16-01-2016,UniteGeorgRoswell,0,159.7885714,45.24
EH-1399018,MX-2016-EH1399018-41069,TEC-PH-3128,Medium,Second Class,14-06-2016,3,36.96,09-06-2016,BraziFederBrasília,0,582.124,6.056
EH-1399048,IT-2016-EH1399048-40995,OFF-FA-6196,Medium,Standard Class,01-04-2016,3,-21.375,27-03-2016,GermaSaxonDresden,0.5,26.735,1.6
EH-1399048,IT-2016-EH1399048-40995,OFF-ST-5687,Medium,Standard Class,01-04-2016,4,-58.68,27-03-2016,GermaSaxonDresden,0.6,51.07222222,2.59
EH-1399058,IN-2016-EH1399058-41187,FUR-FU-6268,High,Standard Class,09-10-2016,4,78.72,05-10-2016,IndiaMaharPune,0,224.8,29.41
EH-1399058,IN-2016-EH1399058-41187,TEC-PH-3129,High,Standard Class,09-10-2016,4,153.6,05-10-2016,IndiaMaharPune,0,718.4533333,88.22
EH-1399058,IN-2016-EH1399058-41187,TEC-PH-3144,High,Standard Class,09-10-2016,7,376.53,05-10-2016,IndiaMaharPune,0,1197.903333,107.06
EH-1399058,IN-2016-EH1399058-41187,TEC-PH-3818,High,Standard Class,09-10-2016,3,170.28,05-10-2016,IndiaMaharPune,0,493.65,76.71
EH-139907,IN-2016-EH139907-41140,FUR-BO-3902,Medium,Standard Class,23-08-2016,2,124.02,19-08-2016,AustrTasmaDevonport,0,952.9166667,37.99
EH-139907,IN-2016-EH139907-41140,FUR-FU-5734,Medium,Standard Class,23-08-2016,8,4.08,19-08-2016,AustrTasmaDevonport,0,161.93,14.63
EH-14005139,ES-2016-EH14005139-41065,FUR-TA-5072,High,Standard Class,09-06-2016,3,323.46,05-06-2016,UniteEnglaLondon,0.1,1533.511321,178.63
EH-140051404,CA-2016-EH14005140-41249,OFF-PA-4465,Critical,First Class,07-12-2016,3,80.7912,06-12-2016,UniteCalifSan Francisco,0,164.88,61.23
EH-140051408,CA-2016-EH14005140-41041,OFF-BI-4339,Critical,First Class,14-05-2016,8,-331.96,12-05-2016,UniteFloriHialeah,0.7,440.874,146.04
EH-140051408,CA-2016-EH14005140-41041,OFF-FA-6129,Critical,First Class,14-05-2016,2,2.3976,12-05-2016,UniteFloriHialeah,0.2,101.892,1.62
EH-1400531,MX-2016-EH1400531-41215,TEC-PH-5341,Critical,Second Class,05-11-2016,6,67.32,02-11-2016,CubaIsla Nueva Gerona,0,474.307,97.973
EH-1400531,MX-2016-EH1400531-41233,FUR-CH-4702,High,Standard Class,24-11-2016,1,29,20-11-2016,CubaLas TLas Tunas,0,193.782,10.823
EH-1400531,MX-2016-EH1400531-41233,OFF-AP-4723,High,Standard Class,24-11-2016,5,45.8,20-11-2016,CubaLas TLas Tunas,0,394.556,22.764
EH-1400531,MX-2016-EH1400531-41233,OFF-LA-6063,High,Standard Class,24-11-2016,4,11.84,20-11-2016,CubaLas TLas Tunas,0,54.98766667,4.199
EH-1400539,MX-2016-EH1400539-41038,FUR-FU-6244,Medium,Standard Class,14-05-2016,3,5.1,09-05-2016,El SaSan SSan Salvador,0,151.947,7.608
EH-1400539,MX-2016-EH1400539-41038,OFF-EN-4923,Medium,Standard Class,14-05-2016,3,7.14,09-05-2016,El SaSan SSan Salvador,0,70.276,2.24
EH-1400539,MX-2016-EH1400539-41258,OFF-AP-3874,Medium,Standard Class,20-12-2016,2,301.84,15-12-2016,El SaSan SSoyapango,0,1266.567571,45.766
EH-140057,ID-2016-EH140057-40948,FUR-FU-3956,Medium,Standard Class,13-02-2016,6,22.626,09-02-2016,AustrQueenCaloundra,0.1,181.278,9.45
EH-140057,IN-2016-EH140057-41181,TEC-PH-3816,High,Standard Class,03-10-2016,2,30.726,29-09-2016,AustrNew SQueanbeyan,0.1,293.226,28.26
EH-1400578,ID-2016-EH1400578-41235,OFF-EN-3670,Low,Standard Class,28-11-2016,5,46.95,22-11-2016,MalayKualaKuala Lumpur,0,163.655,17.32
EH-14125102,ID-2016-EH14125102-41097,TEC-MA-5548,Medium,Standard Class,12-07-2016,7,-282.555,07-07-2016,PhiliNatioManila,0.25,2105.005,147.98
EH-141251404,CA-2016-EH14125140-41200,TEC-PH-5662,Medium,Standard Class,23-10-2016,6,20.097,18-10-2016,UniteCalifLakewood,0.2,364.886,18.73
EH-1412545,ES-2016-EH1412545-41041,OFF-AR-3499,High,Standard Class,16-05-2016,3,36.09,12-05-2016,FrancIle-dVincennes,0,164.33,9.58
EH-1412558,IN-2016-EH1412558-41066,TEC-AC-4171,High,First Class,09-06-2016,3,53.1,06-06-2016,IndiaUttarBilaspur,0,124.096,17.84
EH-1412558,IN-2016-EH1412558-41066,TEC-CO-4571,High,First Class,09-06-2016,1,91.32,06-06-2016,IndiaUttarBilaspur,0,194.31,56.71
EH-1412558,IN-2016-EH1412558-41066,TEC-CO-4780,High,First Class,09-06-2016,3,27,06-06-2016,IndiaUttarBilaspur,0,386.1,87.16
EH-141851402,CA-2016-EH14185140-41234,OFF-BI-6396,Critical,First Class,24-11-2016,1,-11.0848,21-11-2016,UniteTexasPasadena,0.8,6.928,3.17
EH-141851406,CA-2016-EH14185140-41206,OFF-BI-4371,Medium,Standard Class,28-10-2016,3,-9.5886,24-10-2016,UnitePennsPhiladelphia,0.7,14.76,1.47
EH-141851406,CA-2016-EH14185140-41206,TEC-AC-5191,Medium,Standard Class,28-10-2016,3,0.5097,24-10-2016,UnitePennsPhiladelphia,0.2,46.93,2.63
EH-141851408,CA-2016-EH14185140-41050,TEC-PH-5365,Medium,Standard Class,28-05-2016,2,33.995,21-05-2016,UniteAlabaDecatur,0,185.1675,6
EH-141851408,CA-2016-EH14185140-41050,TEC-PH-5606,Medium,Standard Class,28-05-2016,1,12.586,21-05-2016,UniteAlabaDecatur,0,52.44,2.24
EH-1418518,MX-2016-EH1418518-41088,OFF-EN-4445,Medium,Standard Class,02-07-2016,3,20.04,28-06-2016,BraziPiauíTeresina,0,147.444,4.706
